,RISK_FREE,AXP,AXP_VOLUME,AAPL,AAPL_VOLUME,BA,BA_VOLUME,GS,GS_VOLUME,INTC,INTC_VOLUME,JNJ,JNJ_VOLUME,KO,KO_VOLUME,NKE,NKE_VOLUME,PG,PG_VOLUME,DIS,DIS_VOLUME,AXP_RETURNS_12,AXP_RETURNS_26,AXP_RETURNS_60,AXP_STD_20,AAPL_RETURNS_12,AAPL_RETURNS_26,AAPL_RETURNS_60,AAPL_STD_20,BA_RETURNS_12,BA_RETURNS_26,BA_RETURNS_60,BA_STD_20,GS_RETURNS_12,GS_RETURNS_26,GS_RETURNS_60,GS_STD_20,INTC_RETURNS_12,INTC_RETURNS_26,INTC_RETURNS_60,INTC_STD_20,JNJ_RETURNS_12,JNJ_RETURNS_26,JNJ_RETURNS_60,JNJ_STD_20,KO_RETURNS_12,KO_RETURNS_26,KO_RETURNS_60,KO_STD_20,NKE_RETURNS_12,NKE_RETURNS_26,NKE_RETURNS_60,NKE_STD_20,PG_RETURNS_12,PG_RETURNS_26,PG_RETURNS_60,PG_STD_20,DIS_RETURNS_12,DIS_RETURNS_26,DIS_RETURNS_60,DIS_STD_20
2010-03-30,0.0001506092631438083,-0.00024233392811234822,-0.05184642138643569,0.014888723222371558,-0.024844270231924703,-0.007826346423016717,-0.5166368791509455,-0.015340507037655327,-0.3055423567743687,0.00044758914994846855,0.09917633508278723,0.0012345144354926063,0.06383033188700749,0.0018259233039379374,-0.016024715597389827,-0.0021628395021252578,-0.00938304918434929,-0.0010986806834895058,-0.2523145034060196,-0.0017067196262107176,0.36951554476334536,0.0013359194981377165,0.0024338754228223625,0.00029500816692107357,0.01151791742876211,0.004966547855231207,0.006280437634481828,0.0016208596725084679,0.011872793824235174,0.006788229481807795,0.005371260296333391,0.004609529622635389,0.0135051798411922,-0.00276415396483376,0.0035341638276595866,-0.00012716987214334008,0.013179164394316056,0.0014892174195877406,0.0026213462144528688,0.0012600254372641118,0.011745188184577206,0.000571878714886731,0.0008451852708288854,0.0001836493033653408,0.003936100049273552,0.002157727373553353,-4.2321711312909294e-05,-0.0005104426455559974,0.006932865283208707,0.004769876133013273,0.005467936326094547,0.002097809276091489,0.013463079087745524,0.00020445447497707825,0.0001452831583259595,0.0007981808242443211,0.005331519446440936,0.0039297729527270064,0.004639584421379128,0.0015057987602409284,0.009696608450508641
2010-03-31,0.0001492716667343963,-0.0007262843907164251,0.23760631507021746,-0.003603640275289366,-0.18328952608522497,-0.012511729891423462,0.3431173396024012,-0.004376579063261943,0.007159787894338132,-0.0022379659535001206,0.21373161274656005,0.004622069025769671,0.4364382309062034,0.002368885869635795,0.6815340825728455,-0.004200070633194386,0.2251594131121153,-0.006126212805231179,0.3402577859199163,-0.005413082644727618,-0.3727691288121011,0.0010432390421990512,0.0034096383348531933,0.0002828955302469627,0.011461301172071529,0.004751658785245638,0.00679518316973815,0.0015605948093462274,0.012046003635247372,0.004560753914178539,0.005616686095502921,0.004398740112040667,0.01411190902475707,-0.003455687501492166,0.0033673377825498285,-0.00020026097602865445,0.013099628177071434,0.0002245949496297861,0.003432543644930064,0.0012226378520507897,0.011466620323589537,0.0008474787749916946,0.001132006823429954,0.0002605233733108392,0.003986264169118678,0.002133875788888906,0.0004326705208284043,-0.0004710272561879725,0.006530334463644193,0.003636350998559079,0.0054135838141191606,0.0020275159881486537,0.013406783032198851,-0.0011621270818004126,3.650645404862374e-05,0.0006956867411691547,0.0054794404797675,0.0033850091660752035,0.004678993936254372,0.001415203531120568,0.009564944696671037
2010-04-01,0.0001502653511025187,0.010663974636912377,-0.12588083165036978,0.004127667104766086,0.4005149310499523,0.005233409122777699,-0.2504163409577541,-0.0024021253979020774,-0.2138247282608695,0.004486227289898004,-0.010716817661872269,0.00874252669443476,-0.11211062810429595,0.005454967814985334,-0.37413838234011,0.006938244346050171,0.058160687215765616,0.0014224283455053222,0.2881568991188459,0.01833279159010437,0.3534454794012698,0.0021300907811740988,0.003333713269861427,0.0004964666601221523,0.011231533722007386,0.00492823261010944,0.006253806009596019,0.0016005200985711454,0.012050815779302445,0.002951858110185279,0.005383571033680257,0.003946740849224195,0.01387267438482619,-0.004151050522159694,0.0028752863650263194,-0.0005323118192720466,0.010543836454841585,0.0008525449780782957,0.003023044753276638,0.0013053328444212475,0.011433164907410602,0.001085975167727904,0.0013821684339816454,0.0006001399707384891,0.004305745034302155,0.0024746445288756913,0.00041110763292762087,-0.00017761124969217779,0.00628944248413007,-0.0008741178006639316,0.0052015528258739785,0.0020766764529127624,0.013417349991071938,-0.0005821227071548529,-0.00032034010155490567,0.0007139393929604942,0.005471055306046685,0.00512017196653769,0.00479804111725568,0.0017601556655242323,0.00831700941610172
2010-04-05,0.00015542088124775866,0.02326111262822117,0.30596878480128975,0.01067930946364326,0.13489687060429234,-0.013015507775271051,1.1143278168215822,0.017271313347223316,-0.053328395518933425,0.008932827764629225,-0.23187223846475125,-0.005625516478271586,-0.1870648831198234,-0.007956897100731553,0.3377805660114317,0.001351307720154793,-0.15457714531302225,0.006313052226828875,-0.18712635837383584,-0.009282441299863331,-0.2735807710744368,0.006093342004389157,0.004595396715565414,0.0006125238610614758,0.009937770881936762,0.007077383066934395,0.006407350119827848,0.0020456123074836796,0.009262940178197211,0.0018510117721810548,0.005250363821848847,0.0032277687880053474,0.012411072167714794,-0.0026969561124142727,0.003999628953686329,-6.820667615836662e-05,0.01013575405308381,0.0026955956529373104,0.003496909808200277,0.0015098368229660153,0.01132122205368189,0.00044452209591971936,0.0012682288207503944,0.00037098276063707303,0.004384905573036178,0.00020073417453470022,0.0015543748333524121,-0.000304816443225997,0.006563344425532061,0.0007996018564928598,0.004528454253256209,0.002201373050833011,0.013368752519912852,-0.00012540533584115554,3.62054014060309e-05,0.0008982105198822588,0.005663500428064693,0.004600400381826741,0.004474637330720066,0.001693419748403313,0.008006143879942017
2010-04-06,0.00015442848187774416,0.01054625652750274,-0.005167300912550465,0.004402721945761634,-0.34695071318419257,0.004441880592298331,-0.4431017659736445,-0.0015013843658220338,0.2622004889975551,-0.00841066994252293,0.3466684219111751,-0.0013761815581961878,-0.041484868176754564,-0.010389827585848721,-0.08272282954178345,-0.0026986680846607936,0.19012652507907823,-0.0101944295325741,0.28817688057996693,0.0070983260126735725,0.1913479576542012,0.005295417216544918,0.004848729627769499,0.0005191758572096195,0.009362317430189792,0.006393521559978188,0.0060786270892303484,0.0021498874938561396,0.009221271267420774,0.00062401939992629,0.005243790660214298,0.0026385104262498515,0.012018731753573772,-0.0018661765337402159,0.003877357672563919,-0.00041615285182838857,0.00959387759642926,0.0007171388569304771,0.0033584660846408543,0.0015301253984667529,0.011619276772452862,0.00032211009008920044,0.001385975815340501,0.0004674539493640939,0.004403580238855584,-0.00045933836118650095,0.0014432165818691889,-0.0004373571899327633,0.0069292047387721325,4.057001216484224e-05,0.0035925908758298597,0.0019931244202702203,0.013431630160103855,-0.0012119567155859379,-0.00010345238110875954,0.0008180013876424308,0.005856973416074167,0.004389472055073673,0.004896106346408136,0.001806265931726836,0.008002984512878071
2010-04-07,0.00015041820152639218,-0.017393584944327856,0.2531311968272245,0.004425007678439341,0.40599064197082346,-0.0035934543734842395,0.29331125572798333,0.020011437224067175,0.7933777571155536,0.002231906657595095,0.3290363711708266,-0.0013783338909379994,0.13913875134683606,-0.008657577429732721,0.36676474932118475,-0.00432955296185622,0.05021357380161362,-0.009665682604764081,0.27064050016738594,-0.004229075727514298,-0.26868021871068315,0.0031430106171022043,0.0042315409801882975,0.0002385398454645138,0.010522178905857184,0.00523490217489786,0.005431984320172001,0.002112962007431607,0.00866021223325392,-0.00011094087548846332,0.00459399938969085,0.0027403482742502927,0.012078215347783713,0.0008717176983983332,0.00459574428675924,0.00023222878427242577,0.010345293013697143,-0.0009747393163829221,0.0028107849925493866,0.0013820155007482349,0.01157850214855459,-0.0002144086181972149,0.0010952067266050136,0.00038723341186264193,0.00443149078772214,-0.002709140911274499,0.0007088331257274483,-0.00027097210393922655,0.007115931212275636,-0.0012148341838030818,0.003061514705554824,0.0019536665466779457,0.0135443982048411,-0.0031912794977464465,-0.0006163673708777795,0.0006780594657698202,0.006217953363426464,0.0037866338059899807,0.0043630618029733,0.001709303261959061,0.008179959377482619
2010-04-08,0.00015167900979040638,0.031154473406746153,0.06564506743167509,-0.002701335280617556,-0.08832557414296216,0.0024968673671472708,-0.44299708211754896,0.01780454833603229,-0.2317529811625093,-0.006235993504244863,-0.34722368795550995,-0.004446014287948108,-0.04748443046315387,-0.0011147441001575498,-0.1909329698098151,0.005436018589092484,0.17615690527838024,0.000960028493257159,-0.39767152063232103,0.009909235809272054,0.0728938997208457,0.006788194960183791,0.005154446282500613,0.0009420726031945659,0.012162420337771183,0.00451960039017596,0.005353284325681162,0.0022157741467776493,0.00871516735620476,-5.533239745170171e-05,0.0044256373687383554,0.002981282236190319,0.00986944068297539,0.0028807768093748187,0.004735973721735176,0.0007916757848556166,0.010305237332968932,-0.0005362844910014042,0.0028849776413026884,0.001181756246020349,0.011598667681458116,0.00027766932280992584,0.0008932956961635874,0.0003103497319585369,0.004581049315352731,-0.001585787514189918,0.0006442350946758157,-0.0006244883564323622,0.007120692638528064,0.0008283019942116887,0.003389628434443903,0.0022513345155286135,0.013551350447866576,-0.0016630621085844677,-0.0007003487078279802,0.000760425537106979,0.00615516322829241,0.003661096408353881,0.004329773624637712,0.0021485836173031903,0.008302232872522856
2010-04-09,0.00015137339979776065,0.00434888128417632,-0.36634061754533875,0.007668325818597221,-0.4167729513924521,0.001936819797322853,-0.1057864492850461,-0.0021170605375402385,-0.20684613077384528,0.010757585695095218,0.11522982522749814,0.003234133342849388,-0.2220226273625957,0.015439284648209428,0.06029753220868361,0.016083303653682268,0.20091447014523944,0.0027174718804603426,0.08132359199886507,0.015419323118161632,1.1527042426809468,0.006223639074789622,0.00543318166321427,0.0007946775919180915,0.012111249848623813,0.006487229899161839,0.005559926499158596,0.002534520726794609,0.00876902687443946,-9.662256328524244e-05,0.004494397525929283,0.0031349101043867122,0.009867869106296171,0.0023869833834819776,0.004905646173922973,0.0011240202312867709,0.010213848841752658,0.0008912725258858334,0.003634867790792029,0.0016334385991720879,0.011740048594737611,0.0008793037078229649,0.0010418880304310374,0.0002761421330506053,0.004603799134035167,-0.0003838246292469094,0.0007816556335229485,-0.0005488738150342121,0.007864157728218127,0.0021671500680189304,0.0042276034319352895,0.0025410758823736224,0.013790905004890526,-0.001407796063817024,-0.0004993804535362578,0.0006156127925058819,0.006159674002478621,0.0031745633930799766,0.005213136645743743,0.0026944167571985034,0.008375834999984216
2010-04-12,0.00014976853989367989,0.015040923475009516,0.17788999425478513,0.002067867417733016,-0.0034603815636232715,-0.006904139395227604,0.09576471291508493,-0.00714595930596118,-0.28612621129756555,-0.0004434753312420048,0.08399756637022371,-0.00046070064462178095,0.24660461514191057,0.003113750976961871,-0.1797525265738399,0.004654992192947294,-0.2907374820028795,-0.00047807499674934473,0.0019351241431335708,-0.009110973765587671,-0.5122833317717606,0.008459806764860245,0.005399108775136607,0.0009921936559427191,0.01205613563823494,0.004826675539984837,0.005385711956675809,0.0023350150255814217,0.008768804950748095,-0.0009268494115731718,0.003573328241450735,0.002818375261258943,0.009992779099973394,0.002838496192430595,0.003212793810480008,0.0008805800597062596,0.0102655157777196,0.0013408261362846119,0.0035989328474779203,0.0013449559799736388,0.011757133599387407,0.0011281556661377756,0.0009210599416733523,0.00016292484799751428,0.004601448509594087,0.00020105945384285562,0.000517866043465709,-0.0005409550930147722,0.007763852057145439,0.002197598617488694,0.0042582122247181164,0.0024698291753262325,0.013786090670872856,-0.0015653515069822266,-0.0005902723173041302,0.0004359904695898642,0.00612666085320017,0.001630584590304629,0.0037403274695735345,0.0022886185084887156,0.008707325187016383
2010-04-13,0.0001484306703025684,0.010103161660941717,0.40427170508805266,0.0005777148145100774,-0.08052094368494511,-0.01014977117025817,0.38547775565314635,0.007928487561462694,0.07045424447093107,0.01020369876487437,1.4800032419508438,0.008754609343736286,0.43595407376728557,0.004748226998697369,-0.1107711572083353,-0.00026476369869343763,-0.20773186575243596,0.004784560734344412,0.2253284448518178,-0.0013932359083049795,0.04912206554731635,0.00859447963415727,0.004507126035395936,0.000951432594372914,0.01202045042258623,0.004238592848359035,0.0039257538569739125,0.0024417001185386145,0.00800757120389757,-0.004011719198860564,0.0018045023004675809,0.0025389514063078877,0.010192154967757674,0.0029482180062376795,0.0026847709598205594,0.0010656913156708026,0.010149974477771176,0.0019531639977763415,0.003505031611881204,0.0011054237559409152,0.011717681476737435,0.0013189272824360998,0.0009730489126209552,0.0002749076215238233,0.004799915898246566,0.00045551993620307485,0.0005380172525282223,-0.0004912338938879435,0.007740838680085187,0.0020626585228531447,0.003855980371558987,0.002570490708179607,0.013797601467387692,-0.0011514210880334552,-0.00041885949979547643,0.0004993250138152217,0.006064697770737935,0.001917375704774571,0.0029239763134587538,0.0024101076361502383,0.008754106753234604
