,BASELINE_DJIA,BASELINE_SR_30_DAY,BASELINE_SR_60_DAY,BASELINE_SR_90_DAY,BASELINE_SR_180_DAY,BASELINE_SR_252_DAY,BASELINE_SR_504_DAY,EXPERIMENT_1_1678367587_TRAIN,EXPERIMENT_1_1678367587_VAL,EXPERIMENT_2_1678378331_TRAIN,EXPERIMENT_2_1678378331_VAL
2010-01-04,,,,,,,,,,,
2010-01-05,-0.001128162779486,,,,,,,,,,
2010-01-06,0.0001570330290341,,,,,,,,,,
2010-01-07,0.0031380432397365,,,,,,,,,,
2010-01-08,0.0010681839629698,,,,,,,,,,
2010-01-11,0.0043133342720476,,,,,,,,,,
2010-01-12,-0.0034443456851264,,,,,,,,,,
2010-01-13,0.0050351423419687,,,,,,,,,,
2010-01-14,0.0027882142153117,,,,,,,,,,
2010-01-15,-0.0094205634540199,,,,,,,,,,
2010-01-19,0.0109126401542227,,,,,,,0.0,,0.0,
2010-01-20,-0.0114008762760815,,,,,,,0.0001426152441088,,0.00014261524410881066,
2010-01-21,-0.0201138812480738,,,,,,,0.0001407770367132,,-0.0017811751430001942,
2010-01-22,-0.0208760271060791,,,,,,,0.0001402790410033,,-0.007570059184520716,
2010-01-25,0.0023473831377005,,,,,,,0.0003301573082605,,-0.001429294502121974,
2010-01-26,-0.0002520690105956,,,,,,,-0.0002590725162016,,0.0018386940560401821,
2010-01-27,0.0041072126677839,,,,,,,0.0081094022105206,,0.0032892685286585047,
2010-01-28,-0.011303085683146,,,,,,,0.0005259773827046,,-0.004882842701763902,
2010-01-29,-0.0052497498154795,,,,,,,-0.0028912039805147,,0.0017171663082322793,
2010-02-01,0.0117409675053103,,,,,,,0.0021687446444402,,0.005181545854546161,
2010-02-02,0.0109291645058289,,,,,,,0.0017344218633493,,0.009456897451895607,
2010-02-03,-0.0025541603194393,,,,,,,-0.0001387399299181,,-0.004844762720749523,
2010-02-04,-0.0261300633647689,,,,,,,-0.0075352716116245,,-0.017167462901837995,
2010-02-05,0.0010048590971187,,,,,,,0.0008693025969883,,0.005040179371631434,
2010-02-08,-0.0103713973261608,,,,,,,-0.0027462403628587,,-0.013156729301026808,
2010-02-09,0.0151639171783775,,,,,,,0.0010473686399423,,0.015826727412223712,
2010-02-10,-0.0020141655664289,,,,,,,0.0008771725122653,,0.004060137418420614,
2010-02-11,0.0105405999882677,,,,,,,0.0004042861235786,,0.009840281753992004,
2010-02-12,-0.0044410425417642,,,,,,,5.163467389328969e-05,,0.0016615821380647894,
2010-02-16,0.0168004332825768,,,,,,,0.0050676075939712,,0.021368691646577894,
2010-02-17,0.0039372298985256,0.0,,,,,,0.0009417590869593,,-0.0018365892764718968,
2010-02-18,0.0081150651598014,0.0128909962155634,,,,,,0.0008764843037578,,0.004236172532892894,
2010-02-19,0.0009091993952452,0.0067910366231445,,,,,,0.0015198343554954,,0.0011609421926330923,
2010-02-22,-0.0018236001744648,0.0015866770677475,,,,,,0.0010553162476081,,-0.002544769531570366,
2010-02-23,-0.0097241676315468,-0.0051625274218526,,,,,,-0.001767153144077,,-0.012487832565712627,
2010-02-24,0.0089230052687823,0.0107576644590838,,,,,,0.0022864595149007,,0.013327939264084215,
2010-02-25,-0.0051213671287396,-0.0029740374850845,,,,,,-0.001065947263984,,-0.002077054146782705,
2010-02-26,0.0004097936034919,-0.0065933385175219,,,,,,0.0004452947117514,,0.0029669246371653315,
2010-03-01,0.0076056462713842,0.003634747859077,,,,,,0.0013846757324573,,0.005101570292657642,
2010-03-02,0.0002105415122062,0.0015631462880638,,,,,,0.0028973812482422,,0.005138563165179561,
2010-03-03,-0.0008860965242718,-0.0042386678016594,,,,,,0.0001990129524079,,-0.003497660805937009,
2010-03-04,0.0045571778016024,0.0025130479938661,,,,,,0.0092138310192098,,0.013675775020749308,
2010-03-05,0.011686989161741,0.0080699620271542,,,,,,0.0087829688299137,,0.02047752723369954,
2010-03-08,-0.0012947572267814,-0.0042614564563711,,,,,,0.0044661343019524,,-0.0065297170908730304,
2010-03-09,0.0011239355233958,0.0039972028648832,,,,,,0.0004112345285261,,0.0027415120565642236,
2010-03-10,0.0002792587303017,0.0129028555618574,,,,,,0.0129362340464373,,-0.00028245720866258435,
2010-03-11,0.0042120162137395,0.0078509024210276,,,,,,0.0028787699208349,,0.007334331630973076,
2010-03-12,0.0012109668188282,-0.0034794606777216,,,,,,0.0024667346351461,,0.007542429632499189,
2010-03-15,0.0016433383215301,-3.888487554528807e-05,,,,,,-0.0022481671208063,,0.000783595702579624,
2010-03-16,0.0041185358706836,0.0015589324527874,,,,,,0.0037602876333812,,0.0017089790054187106,
2010-03-17,0.0044628055670195,0.0006498629315616,,,,,,0.0024773000222143,,0.003709863049431436,
2010-03-18,0.004238997503293,0.0048210649000868,,,,,,0.0059252331248313,,0.004173898117724347,
2010-03-19,-0.00345012217031,-0.0103076902400569,,,,,,-0.0001296161293956,,-0.009559869652011358,
2010-03-22,0.0040876242342124,0.0054976775572265,,,,,,0.0019766027366728,,0.010377843588096698,
2010-03-23,0.0095439906250489,0.0047141140382385,,,,,,0.0055025589594804,,0.00897597608014797,
2010-03-24,-0.0048379566144419,-0.0036895084901835,,,,,,-0.0033330513040577,,-0.00861456635131449,
2010-03-25,0.0004669158446599,0.0023595730261535,,,,,,-0.0003839927374601,,0.0027627061069325494,
2010-03-26,0.0008440377649698,0.0026009848443725,,,,,,1.1805812824270396e-05,,-0.000749164341360775,
2010-03-29,0.0041934091150666,0.0028696723396616,,,,,,0.0079804800436714,,0.004848578621354194,
2010-03-30,0.0010609139562662,-0.0007273599223448,,,,,,-0.0013354022017226,,0.0008909687820292335,
2010-03-31,-0.0046564668295789,-0.0079797194191553,0.0,,,,,-0.0044225943995222,,-0.0031327228180781804,
2010-04-01,0.0064882408673632,0.0106440645278385,0.005439725648652,,,,,0.0026550863679065,,0.006247681434695534,
2010-04-05,0.0042536096920993,-0.0029176258986932,-0.0109126375765859,,,,,0.0041907527601777,,0.013294694615993391,
2010-04-06,-0.0003243772868265,0.0035895448525852,0.003162291928215,,,,,-0.0003191612468371,,0.0004894337937694039,
2010-04-07,-0.0066062687000312,0.0023360221570834,-0.004025119016111,,,,,0.0048808249026156,,-0.009624187281154923,
2010-04-08,0.0027116979387151,0.003894114547428,0.0056174250899767,,,,,0.0048071445988636,,0.012399312458803326,
2010-04-09,0.0064316687698626,0.0091579773683526,0.0110461341847189,,,,,0.005140599086467,,0.006005780060088657,
2010-04-12,0.0007838358780694,-0.0013411117065372,-0.0028599701477759,,,,,-0.0022811598915124,,0.006500858288765331,
2010-04-13,0.0012220818016643,0.0015679911517893,-0.0025362518422363,,,,,0.0014282197189069,,0.006528460168647592,
2010-04-14,0.0094097902087986,0.0146686097302975,0.0066415656120626,,,,,0.0147022092009205,,0.018996824083788985,
2010-04-15,0.0019293129582667,0.002668497524108,0.0016277405837878,,,,,0.0014657794966212,,0.004985752390073291,
2010-04-16,-0.0112978924013585,-0.0238735566673561,-0.0109623221846437,,,,,-0.0411943633918192,,-0.016641033734142253,
2010-04-19,0.0066604875181555,0.007856161948041,0.0067523265517867,,,,,0.0062447161607702,,0.007835581139114992,
2010-04-20,0.0022547469643015,-0.004064882345494,0.0087975817399721,,,,,-0.0109512023275964,,0.004232230341459273,
2010-04-21,0.0007070531117321,0.0206482035673889,0.0078576684766496,,,,,0.0226488665437518,,0.0053969097925749155,
2010-04-22,0.0008422637873621,0.0142775930366904,0.0137974747029543,,,,,0.0129168221690224,,0.012158744412332754,
2010-04-23,0.0062860078307152,0.0074337954326305,0.0020642122223541,,,,,-0.0010042344230355,,0.012134180129370552,
2010-04-26,6.693870393248424e-05,-0.0052808938591623,0.0006569354156646,,,,,-0.0143683683131412,,-0.0069390444364677735,
2010-04-27,-0.0190128927690208,-0.0225197031800929,-0.0209026478008811,,,,,-0.0145162823653382,,-0.02173139140699293,
2010-04-28,0.0048471019113882,0.0012619755933342,-0.0014736952755414,,,,,0.0088285900962401,,0.004185267439964857,
2010-04-29,0.0110500500603163,0.0239233725599427,0.0251113470696019,,,,,0.0169170957936661,,0.013746150825473747,
2010-04-30,-0.0142120004169532,-0.0242278715954017,-0.0211808890881541,,,,,-0.0390838430907438,,-0.020347522686945934,
2010-05-03,0.0130097916075457,0.0206836684736075,0.0205254016594519,,,,,0.0200654222782217,,0.01818029308791381,
2010-05-04,-0.0201814899705538,-0.0276594351216134,-0.0251328960424803,,,,,-0.0133976971469779,,-0.021873527955486163,
2010-05-05,-0.0054855602979065,-0.0201493263373711,-0.022889765758096,,,,,-0.005687539039539,,-0.015777019079030154,
2010-05-06,-0.0318869222334236,-0.0389720174599613,-0.0381361760239345,,,,,-0.0356314158952846,,-0.034725900260638716,
2010-05-07,-0.0132971830557083,-0.0422449701533039,-0.0328563379101891,,,,,-0.0085822129206579,,-0.02696861245779636,
2010-05-10,0.0389877850070934,0.0768677256447251,0.0788344102249556,,,,,0.0377690553365449,,0.054160512133478625,
2010-05-11,-0.0034195090666111,0.0099611646563848,0.0069559322049141,,,,,-0.0040738635361799,,0.00311833940031366,
2010-05-12,0.0138301821752031,0.0217136722286832,0.0208724095788993,,,,,0.0174343556608188,,0.01427973797307483,
2010-05-13,-0.0104580068389512,-0.0142319626582833,-0.01807833643036,0.0,,,,-0.0111590349358537,,-0.018045928374471644,
2010-05-14,-0.0150969851584094,-0.0175724553974793,-0.019167153435038,-0.0266056971226751,,,,-0.0091664210102542,,-0.027733619943580826,
2010-05-17,0.0005338828973933,0.0015760485611579,0.0015760485611579,-0.0019785686390367,,,,-0.001215944418026,,0.010900608348921136,
2010-05-18,-0.0108113796256725,-0.0073164982500133,-0.0073164982500134,-0.0237559373008747,,,,-0.0184456200582421,,-0.018981531807251883,
2010-05-19,-0.0063343538774156,-0.015929613912118,-0.0159296139121181,-0.0182471871687991,,,,0.0016641114800026,,0.0015529880525784572,
2010-05-20,-0.036034758184522,-0.0426025358085266,-0.0426025358085266,-0.0391242933217562,,,,-0.027159360195397,,-0.03527737371642693,
2010-05-21,0.0124532937225172,0.0052410326923029,0.0191784880017338,0.0127166255318829,,,,0.017695100785108,,0.01884324222668546,
2010-05-24,-0.0124413311284474,0.0001260407231362,0.0183226847246871,0.0135139131388723,,,,-0.017876109575911,,-0.010519828769926994,
2010-05-25,-0.0022669401585228,0.0001233870060097,-0.0062406390731759,-0.0016032113885716,,,,0.0056423688635527,,-0.0023659961015253974,
2010-05-26,-0.0068997938705662,-0.0045265153853479,-0.004526515385348,-0.0045265153853479,,,,-0.0048977085748926,,-0.010361798643205319,
2010-05-27,0.0285268895518893,0.0378516548110145,0.0378516548110146,0.0298513431207743,,,,0.0294310017432126,,0.0380040683349325,
2010-05-28,-0.0119271340324026,0.0001288847802374,0.0139337923814411,0.0019460065135468,,,,-0.006266958529925,,-0.006806570526226163,
2010-06-01,-0.0111092496090283,0.0153764060790407,0.0153764060790406,-0.0024691715695146,,,,-0.0132988017000912,,-0.006330489175890843,
2010-06-02,0.0224980116119524,0.0119620804647417,0.0119620804647417,0.013393817901077,,,,0.0216642267702266,,0.029414151745514875,
2010-06-03,0.0005600479975806,-0.003144756504536,-0.003144756504536,-0.003144756504536,,,,0.000123098773762,,-0.0038948839477215107,
2010-06-04,-0.031526251672752,-0.0272119376218834,-0.0272119376218834,-0.0272119376218835,,,,-0.0317998195930497,,-0.035868306293725526,
2010-06-07,-0.0116270483465789,-0.0196121668524981,-0.0196121668524981,-0.019612166852498,,,,-0.0170822719721357,,-0.015123336392054642,
2010-06-08,0.0125798764554938,0.0001237717118229,-0.0064158649205787,-0.0064158649205787,,,,0.0085969090755861,,0.014210637412222166,
2010-06-09,-0.0040976407225398,0.0001245025533058,-0.0245860748871955,-0.0230610195090251,,,,0.0011673999496217,,-0.010896326289440202,
2010-06-10,0.0276061593997019,0.0001295762656278,0.030057706901317,0.030057706901317,,,,0.0139124434937937,,0.03196834533268292,
2010-06-11,0.0037886384239265,0.0001256177883724,0.0119754479521383,0.0119754479521383,,,,0.0114458370163188,,-0.0013455225094114306,
2010-06-14,-0.0019763514935153,0.0001278857489797,0.0030370815898934,0.0030370815898935,,,,-0.0091051659712698,,-0.0006024544747719698,
2010-06-15,0.0209873612796203,0.0001292305333531,0.0212760772726832,0.0212760772726831,,,,0.0280956675861886,,0.028355580979382095,
2010-06-16,0.0004507961155133,0.0001281547421656,0.0291117137118709,0.0291117137118708,,,,-0.0010519357095271,,0.00611049448583092,
2010-06-17,0.002373798547689,0.0001246179375591,0.0172870318792565,0.0172870318792566,,,,0.0015351721546692,,0.002822252447626247,
2010-06-18,0.001578441475059,0.0080919832577268,0.0080919832577268,0.0080919832577268,,,,0.0051417061176435,,-0.0020399131922502595,
2010-06-21,-0.000787463013207,-0.0142304871405102,-0.0142304871405101,-0.0142304871405102,,,,0.0004096740460553,,0.0020540424571787036,
2010-06-22,-0.0142582624865472,0.0136215221420137,0.0136215221420136,0.0136215221420136,,,,-0.0142804769616328,,-0.006329648104754301,
2010-06-23,0.0004780579103735,-0.0105164655308903,-0.0105164655308903,-0.0105164655308903,,,,0.0066619586185216,,0.002540855897961543,
2010-06-24,-0.0141420078112176,-0.0072702819237301,-0.0072702819237302,-0.0072702819237301,,,,-0.0026513039195796,,-0.016830030959762817,
2010-06-25,-0.0008854931199223,-0.0085500230230608,-0.0085500230230608,-0.0085500230230608,,,,0.0072275691905259,,0.0072242830456982045,
2010-06-28,-0.0005215041770877,0.0059991501880314,0.0059991501880314,0.0059991501880314,,,,-0.0083835782632662,,0.0017625020885574637,
2010-06-29,-0.0264555121421589,-0.0452101868388522,-0.0452101868388522,-0.0452101868388522,,,,-0.0415422525714823,,-0.032514289339227564,
2010-06-30,-0.0097545439695535,-0.0181132400833451,-0.0181132400833452,-0.0181132400833451,,,,-0.0100203347826508,,-0.009136338690916535,
2010-07-01,-0.004244851125972,-0.0121261450876559,-0.0121261450876559,-0.0121261450876559,,,,-0.0061058924361667,,-0.007870939431490743,
2010-07-02,-0.0047315346979378,0.0001164944787976,-0.0061973770459924,-0.0061973770459925,,,,-0.0033069388483831,,-0.0029131769555613067,
2010-07-06,0.0058989071027233,0.0001146827235088,0.0068438340538901,0.0068438340538901,,,,0.0009421560808753,,0.0004941296701258738,
2010-07-07,0.0281887176374524,0.040380971128733,0.040380971128733,0.040380971128733,,,,0.0302458414116966,,0.03873742345477354,
2010-07-08,0.012048970246675,-0.0022419703965785,-0.0022419703965786,-0.0022419703965786,,,,0.011734575462873,,0.014355674479866794,
2010-07-09,0.0058230689346492,0.0075364237054917,0.0059281409610574,0.0059281409610574,,,,0.0045155584868519,,0.0052820814771461135,
2010-07-12,0.0017885079101997,0.0031878210945897,-0.0089750035604062,-0.0089750035604062,,,,-0.0047571118647571,,0.0038358191964684286,
2010-07-13,0.0143643430266904,0.0251392779677566,-0.0213375695209108,-0.0213375695209108,,,,0.0016931980533189,,0.01183547086241142,
2010-07-14,0.0003570576414857,-0.0047430567370996,0.0036931587568593,0.0036931587568593,,,,0.0014075715036512,,-0.0005533735328416711,
2010-07-15,-0.0007148024105458,-0.0061205069432525,-0.00506447455417,-0.00506447455417,,,,0.005612682659432,,-0.0024469357209486514,
2010-07-16,-0.0252342280065306,-0.0472023296601391,-0.0061639780104618,-0.0061639780104618,,,,-0.0170896531137776,,-0.025930704142520106,
2010-07-19,0.0055981238364644,0.0048331918677678,-0.0172872024057064,-0.0172872024057065,,,,0.0037615178613464,,0.0005583721425503556,
2010-07-20,0.007438160070228,0.0157418288831605,0.0001146827235087,0.0256945006030637,,,,0.0177166617360166,,0.011052935582314105,
2010-07-21,-0.0106969810163334,-0.0231161242601856,0.0001131401619939,0.0093293951895183,,,,-0.001940605465636,,-0.010918155800788174,
2010-07-22,0.0199366560643139,0.0118364784155451,0.0001146827235087,0.0188010624468906,,,,0.0254797205675203,,0.027312318873102228,
2010-07-23,0.0099125499584438,0.0078935446257988,0.0090310479868602,0.0035513937979121,,,,0.0116370556432752,,0.017755089165363638,
2010-07-26,0.0096703351469173,0.006589035464637,0.0034701018547976,-0.0025389145640856,,,,0.0067164358381725,,0.008255616167258307,
2010-07-27,0.0011648685660843,-0.0039922721957508,0.0020024511602691,0.018513109197045,,,,0.0014579493747066,,-0.001956956939127039,
2010-07-28,-0.00377791956792,-0.0015764276325973,-0.0030882348297186,-0.0118145667071473,,,,-0.0105993378368884,,-0.0050592758424843195,
2010-07-29,-0.0029262791063932,0.0158315211531916,0.0020044357951604,-0.0109215252180322,,,,0.0049320790842206,,-0.008698522101394662,
2010-07-30,-0.000116528890768,-0.0033496426500002,0.0021818472551912,-0.0033316291689731,,,,0.0029377507089866,,-0.00447382317939223,
2010-08-02,0.019915979316464,0.0180445139305151,0.0235010816133069,0.0178812797906992,,,,0.01816245418381,,0.013796832810189466,
2010-08-03,-0.0035599257677896,0.0010007948243624,-0.0005130806638575,0.0003057111186288,,,,-0.0003168635236382,,-0.014978124314222786,
2010-08-04,0.0041414283029399,0.0097933230510696,0.0061989349721353,0.0040087242680446,,,,0.0063610564302361,,-0.005457810432851165,
2010-08-05,-0.0005102059476481,-0.003161938473665,-0.0034969471749517,-0.0048674361962857,,,,-0.0053559028591481,,-0.007772081612040775,
2010-08-06,-0.0020066452112215,0.0004929007709246,0.0020757360866749,-0.0061518936899062,,,,-0.0008638548040177,,0.0020661226544306504,
2010-08-09,0.0042418150843619,0.0037670271858054,0.0042891570752214,0.0063824341053983,,,,0.0047333547336133,,0.005374764018152065,
2010-08-10,-0.0050940530435799,-0.0054925030988273,-0.0038251806342464,-0.0079992744285432,,,,-0.0066766270910058,,-0.0007114939898410029,
2010-08-11,-0.0249355212321206,-0.0180147997173481,-0.0196707390530002,-0.0328785940450814,,,,-0.0332081751796883,,-0.02184494230938559,
2010-08-12,-0.0056730751317143,-0.0049365371373985,-0.0045493640184831,0.0059062996300878,,,,-0.003218708547723,,-0.007553786557787466,
2010-08-13,-0.0016278959073979,-0.0004372461688729,-0.000834554171995,-0.0041634881708918,,,,-0.0042057633375933,,-0.008515015923479597,
2010-08-16,-0.0001107064302426,0.001441897082935,0.0006313726532871,8.413938422683465e-05,,,,-0.0036880870316537,,-0.0015732487498820624,
2010-08-17,0.0100795714731785,0.0045537865791564,0.0046266318597047,0.0042946959225829,,,,0.0146349086199816,,0.00834136125188039,
2010-08-18,0.0009312482931493,-0.0033920101181329,-0.0029661128659316,-0.00498910207754,,,,0.0011782974153196,,0.002989847626704019,
2010-08-19,-0.0138571862412993,-0.010800855691073,-0.010523085513869,-0.0102092663746324,,,,-0.0149420638686127,,-0.015812632663961917,
2010-08-20,-0.0056069191428294,0.0020271881037206,0.0024041833595789,-0.0001217327578137,,,,0.0013098229014143,,-0.0031390676041383623,
