,Baseline DJIA,Baseline Max Sharpe
2011-02-17,0.0024389088654404034,-0.005516095775432699
2011-02-18,0.005935178009755182,-0.013541251439970007
2011-02-22,-0.014402095102390766,-0.02430037766283592
2011-02-23,-0.008762106388690016,0.001187413903702723
2011-02-24,-0.003079543209560831,0.0023870203696033355
2011-02-25,0.0051332141784397045,0.013271482398567172
2011-02-28,0.007904871368628497,0.0115002235935516
2011-03-01,-0.013767023872319761,-0.007832842769039292
2011-03-02,0.0007281687854912011,0.006101512207165868
2011-03-03,0.015861735814217237,0.01916023911083545
2011-03-04,-0.00720499837600741,-0.004191284972245807
2011-03-07,-0.006561248766947303,-0.010129315576148129
2011-03-08,0.010285301737267272,0.0027188265720274746
2011-03-09,-0.00010561641891582152,-0.004497610104593768
2011-03-10,-0.01870775496705479,-0.012837601066245142
2011-03-11,0.004988901375062582,0.007652121037855482
2011-03-14,-0.004254278562084601,-0.0070338812078192875
2011-03-15,-0.011484899107531699,-0.018753330450159946
2011-03-16,-0.020422736502209604,-0.03292587196980716
2011-03-17,0.01388839018841126,0.010130900884092311
2011-03-18,0.00712803491363645,-0.004602607560030817
2011-03-21,0.015011211283027404,0.01619193096097865
2011-03-22,-0.0014871719854768761,-0.0023137004384883707
2011-03-23,0.005607099069909083,0.01046315621632666
2011-03-24,0.006994862025823334,0.012642064830538395
2011-03-25,0.004110761970184118,0.006644549313752292
2011-03-28,-0.001858335909138975,-0.007365443413532907
2011-03-29,0.006651146231306582,0.009212065935884228
2011-03-30,0.005831136818373217,0.006125221892253633
2011-03-31,-0.0025002718030524562,-0.0022703093513691593
2011-04-01,0.00462585264808002,1.651011215969936e-05
2011-04-04,0.0018834188209797542,-0.0013950052060306972
2011-04-05,-0.0004943441812098603,-0.004127502415722268
2011-04-06,0.002650465821062209,-0.0007887198969645672
2011-04-07,-0.0013889203230933456,-0.0038076500833593326
2011-04-08,-0.002372412494910381,-0.0035983030917434646
2011-04-11,8.566580035873628e-05,0.0021444708506253036
2011-04-12,-0.009492708658611404,-0.007111445085029999
2011-04-13,0.0006042408662718657,0.0037016014680599043
2011-04-14,0.0011539538357983048,0.0012842982403235882
2011-04-15,0.004613674696506198,0.0026711814704793815
2011-04-18,-0.011363001555463437,-0.009050571687859854
2011-04-19,0.005340300492347572,0.0007647559448981932
2011-04-20,0.015227345389976943,0.012679026128692712
2011-04-21,0.004211669545204133,0.0027163671401510365
2011-04-25,-0.0020878275988678308,-0.004436844789676515
2011-04-26,0.009254114259068746,-0.0005704661746008769
2011-04-27,0.007589284225920423,0.0050764146862389056
2011-04-28,0.005700877600882004,0.01058689820960681
2011-04-29,0.0037004875960902073,0.005052685874699668
2011-05-02,-0.00024820870082797875,0.004437594958671159
2011-05-03,1.1666265209875348e-05,0.002072790106586503
2011-05-04,-0.006553162092857834,-0.003946675387012847
2011-05-05,-0.010956834113826197,-0.0039092663746228265
2011-05-06,0.0043364252738784526,0.0019178380415115432
2011-05-09,0.0036348126690706195,-0.0047439868939778765
2011-05-10,0.005966304701968905,0.010473247310972775
2011-05-11,-0.010213667524604175,-0.02571525336489186
2011-05-12,0.005216903444489329,0.004835923147957182
2011-05-13,-0.007889930189494021,-0.0037676911281520776
2011-05-16,-0.0037615769455967563,-0.005220802113306823
2011-05-17,-0.005481989965236855,-0.005628917595417681
2011-05-18,0.006458519346839164,0.006031720811435789
2011-05-19,0.003593947389536556,0.009214575339383734
2011-05-20,-0.007400071646334827,-0.007660395217982176
2011-05-23,-0.010452354134833697,-0.009099171707640213
2011-05-24,-0.0020232032250100396,-0.008472703454359303
2011-05-25,0.003111811423895716,0.0032660644054773613
2011-05-26,0.0006534757123546342,0.003370690484426214
2011-05-27,0.0031299737504868475,0.00548676951716161
2011-05-31,0.010304958062595349,0.011356586609815224
2011-06-01,-0.022247817167665107,-0.02613026503232211
2011-06-02,-0.003384000909646856,0.0002537247156367538
2011-06-03,-0.00794298432172491,-0.01000095377420509
2011-06-06,-0.005044728354907879,-0.0026617493292114586
2011-06-07,-0.0015839912362716202,-0.006389898970549688
2011-06-08,-0.0018117376881485736,-0.0011112417475429052
2011-06-09,0.006259465080362681,0.004879432715566332
2011-06-10,-0.01422344687159316,-0.012243941071462521
2011-06-13,8.86528009873544e-05,0.004694518621769329
2011-06-14,0.010302094610542767,0.014966373408292525
2011-06-15,-0.014809472181525729,-0.012346567453655853
2011-06-16,0.005400398791608252,0.0022790620350056235
2011-06-17,0.0035815533470122674,0.0013511544625802467
2011-06-20,0.0063326598855477645,0.004384319090675103
2011-06-21,0.009075036039924322,-0.004929023642809601
2011-06-22,-0.0065906299744363794,-0.01596927232447896
2011-06-23,-0.004927460637652259,-0.011599764843393815
2011-06-24,-0.009578416753111996,-0.011634218322612125
2011-06-27,0.009131405669416948,0.016486855994085885
2011-06-28,0.012050495414391404,0.006700612197760268
2011-06-29,0.005966965245942646,0.018900826010735543
2011-06-30,0.012471632392442755,0.012273920683511838
2011-07-01,0.013567349502261017,0.011884116805799946
2011-07-05,-0.0010251649313343103,0.0006749521319349836
2011-07-06,0.004466984426969134,0.005438423098999242
2011-07-07,0.007403022218812172,0.012876944263976876
2011-07-08,-0.004897211909810517,-0.006612280418951198
2011-07-11,-0.011964765299642188,-0.0112216315139107
2011-07-12,-0.004708221164966275,-0.0019284003414553415
2011-07-13,0.0035937093609914594,-0.0002990567132939197
2011-07-14,-0.004362146500045405,-0.006276408595643853
2011-07-15,0.003426062557972287,0.00012665614726369774
2011-07-18,-0.0075779130596458355,-0.006762513685792871
2011-07-19,0.016330815514156383,0.010379915459089792
2011-07-20,-0.00123216399558157,-0.004650058820245197
2011-07-21,0.012130217135236654,0.00551735087454999
2011-07-22,-0.003398978771425143,0.003451332314489711
2011-07-25,-0.006967844461687633,-0.0027440453310559137
2011-07-26,-0.007266056907054175,0.0026452780570377873
2011-07-27,-0.0158983468203423,-0.01540535714122109
2011-07-28,-0.0050753261816676165,2.6551246179644595e-05
2011-07-29,-0.007914153909170718,-0.008286925814635129
2011-08-01,-0.0008852661886379343,-0.000886436487145004
2011-08-02,-0.021913895008479733,-0.016536361129932994
2011-08-03,0.0025129575401852122,0.009137868750253008
2011-08-04,-0.043102030831668636,-0.037413171763251464
2011-08-05,0.005352457705692926,0.007275622529534972
2011-08-08,-0.05546372682761003,-0.04451801017472255
2011-08-09,0.03977112886955858,0.0332382638093147
2011-08-10,-0.04624908901532332,-0.04079181933002897
2011-08-11,0.03949360944698288,0.039243126594448945
2011-08-12,0.011281205116333792,0.010080280282643158
2011-08-15,0.018979544651767544,0.017549675019797456
2011-08-16,-0.006703071567862873,-0.0015725457196489245
2011-08-17,0.0003752673876458168,0.010038656117863766
2011-08-18,-0.036776701239424114,-0.020339279807218207
2011-08-19,-0.01573435489944608,-0.00790855494230046
2011-08-22,0.0034203360862969934,0.0024748324983038463
2011-08-23,0.029674781168281594,0.02658009958364553
2011-08-24,0.0128794210783012,0.008844785860882937
2011-08-25,-0.015095311957214808,-0.019698981067367834
2011-08-26,0.01208268140531965,0.006161984080064348
2011-08-29,0.022571585554732154,0.022498568493563447
2011-08-30,0.0017938943443032151,0.0018564688553877502
2011-08-31,0.00463497482426245,-6.710470821538381e-05
2011-09-01,-0.010329327785184583,-0.004469637930906962
2011-09-02,-0.022039326335308362,-0.016786377212477305
2011-09-06,-0.00898199534909827,-0.0007088374775643016
2011-09-07,0.024737690133722845,0.01904249517728668
2011-09-08,-0.010429455778116825,-0.004191157866863001
2011-09-09,-0.026884278245813076,-0.021824385706373284
2011-09-12,0.006276329984316709,-0.0002489578975679248
2011-09-13,0.004043848336661382,0.0010323562918701707
2011-09-14,0.012685284271819697,0.005077174761605473
2011-09-15,0.01657808189393939,0.01402164164869145
2011-09-16,0.0066394614905767035,0.007268124066569644
2011-09-19,-0.009390844940157739,-0.0017787618889197015
2011-09-20,0.0006710274600472133,0.003181013136239745
2011-09-21,-0.024877620037136006,-0.009636194296480027
2011-09-22,-0.03514745120979623,-0.02322222138338753
2011-09-23,0.00350763803329901,0.004864538752981019
2011-09-26,0.025287135190257493,-0.002795091738513097
2011-09-27,0.013295176998885827,-0.0022967511420440997
2011-09-28,-0.01606603633548287,-0.012954543347809471
2011-09-29,0.01299440309593769,-0.0049569033808602985
2011-09-30,-0.021570827258626468,-0.020645923002947653
2011-10-03,-0.023648043126534124,-0.02486144143788117
2011-10-04,0.014397544795737405,0.0021096318025413756
2011-10-05,0.012142081233496027,0.014926218026670355
2011-10-06,0.016762405636094657,0.003850565516468932
2011-10-07,-0.0018168984283982725,-0.010086057325002356
2011-10-10,0.029726740486358594,0.0362549827936483
2011-10-11,-0.0014763944304098109,0.0023253785888091255
2011-10-12,0.008982753295020629,0.006328885359737668
2011-10-13,-0.0035350514976216774,0.01422772562492017
2011-10-14,0.014493680874931636,0.021541481791049744
2011-10-17,-0.021253848763975847,-0.006536579109358097
2011-10-18,0.0157979998848381,0.00533415144858854
2011-10-19,-0.006256316481481616,-0.039313290159888284
2011-10-20,0.0032300202763309027,-0.011886631660213823
2011-10-21,0.02313419241219683,0.005753623069535249
2011-10-24,0.008877292066183706,0.022286920565527963
2011-10-25,-0.017375071385847374,-0.014422434425233544
2011-10-26,0.013874194280596663,0.006008159449375107
2011-10-27,0.02860465248306787,0.013597218328043848
2011-10-28,0.0018479301174934015,0.0030678223793670057
2011-10-31,-0.022573632156154044,-0.001883460885857541
2011-11-01,-0.024847307573233945,-0.022399490040081547
2011-11-02,0.015275406565273375,0.006177164121965157
2011-11-03,0.0176097484303972,0.011985277948358183
2011-11-04,-0.005083618754295749,-0.00941863527421415
2011-11-07,0.007105708672871414,-0.0030495578267645948
2011-11-08,0.008434434255748302,0.016533626731972464
2011-11-09,-0.03198303293847726,-0.028080263803392378
2011-11-10,0.00958496671373088,-0.014418946115402806
2011-11-11,0.0218448281935113,-0.0013541119044023471
2011-11-14,-0.006146222433920823,-0.013528275356937833
2011-11-15,0.0014222795992133719,0.02088205426118126
2011-11-16,-0.015754612210680197,-0.015043264960608328
2011-11-17,-0.011327399714747943,-0.019180015047010817
2011-11-18,0.0021604171098397185,-0.005788553097758438
2011-11-21,-0.021095897532863783,-0.01582418765561071
2011-11-22,-0.004640894350643965,0.016461451834244304
2011-11-23,-0.020547736284990514,-0.023566385081134615
2011-11-25,-0.0023006262030229596,-0.008806407279471063
2011-11-28,0.02594092273769455,0.03871656549710187
2011-11-29,0.0028308677898383205,-0.005737839518817688
2011-11-30,0.04240788340031432,0.01566759142575904
2011-12-01,-0.002129345518718795,-0.005948571728093076
2011-12-02,-5.077787231944075e-05,0.001426396077725218
2011-12-05,0.006523622334493551,0.010145711410743075
2011-12-06,0.0043230731750867335,-0.0029082380370031207
2011-12-07,0.003805739923851359,-0.0018234301832989017
2011-12-08,-0.016289266393697655,-0.014378161591776031
2011-12-09,0.015549610948387249,0.012130793644988232
2011-12-12,-0.01336725581368503,-0.013973879555663959
2011-12-13,-0.00552758214260507,-0.013274696879323448
2011-12-14,-0.010996287410269923,-0.016976017937491893
2011-12-15,0.0038338204797061515,-0.003286757638023382
2011-12-16,-0.00020388918203328998,0.0017100624581618043
2011-12-19,-0.008438108454131621,0.0018347313645934327
2011-12-20,0.02866844003270086,0.03594865425463922
2011-12-21,0.0003437128703365211,0.0012630371542901946
2011-12-22,0.005113270936737857,0.005296956477732115
2011-12-23,0.01021800999893907,0.014021809617281234
2011-12-27,-0.00021558407556532266,0.007899665008191482
2011-12-28,-0.011385198336418934,-0.010541371650637064
2011-12-29,0.011161657870855324,0.007443437142557536
2011-12-30,-0.005654776783432847,-0.001971210525478068
2012-01-03,0.014718185859060373,0.015307317383317412
2012-01-04,0.0016971359481909865,0.005374215681659637
2012-01-05,-0.00021900745663372412,0.011101816890670198
2012-01-06,-0.004492720713291654,0.008983421267234538
2012-01-09,0.0026513527611535803,-0.0012276624645484588
2012-01-10,0.005630681833852513,0.003597631553122524
2012-01-11,-0.00104469912751326,-0.000703434234863064
2012-01-12,0.0017325532934475696,-0.002547149504425557
2012-01-13,-0.003925898826059537,-0.011421493261691881
2012-01-17,0.004830981678023871,0.004551038186699779
2012-01-18,0.0077615235603569754,0.011828174188320977
2012-01-19,0.0035798117281902186,0.0031787724952848356
2012-01-20,0.007644181661947247,-0.003160325943247794
2012-01-23,-0.0009166443263400881,0.010787515037622703
2012-01-24,-0.0026021543846578288,0.007113390479805737
2012-01-25,0.006555794282389504,0.0
2012-01-26,-0.001898268833320449,-0.005576216554191284
2012-01-27,-0.00582426992833962,-0.0007474834238023261
2012-01-30,-0.000532384636561134,0.0013394558130364195
2012-01-31,-0.0016445417444181931,-0.009043953375991926
2012-02-01,0.006613662541260501,0.0037559239610797743
2012-02-02,-0.0008689371665890899,-0.0022768719746087108
2012-02-03,0.012342798112885633,0.014192176694618572
2012-02-06,-0.001329519477904495,0.0009690383251941762
2012-02-07,0.002574540919531687,0.0011759122827102847
2012-02-08,0.00044649096246329734,0.010486874978877288
2012-02-09,0.0005052616260010634,0.014572632696864079
2012-02-10,-0.006922134078837794,-0.0032165005328155943
2012-02-13,0.005687700919863925,0.008268648097160027
2012-02-14,0.00032936314957332513,0.00859503441696947
2012-02-15,-0.007557692180822584,-0.016571824770565995
2012-02-16,0.009633859840691539,0.00918795625295748
2012-02-17,0.003548493095615779,0.007326603514028218
2012-02-21,0.0012216580055890436,0.006137348318701052
2012-02-22,-0.0020840006908255937,-0.008686385824723052
2012-02-23,0.0035568190618029405,0.002242838124182088
2012-02-24,-0.00013402201495860133,0.007394063323744799
2012-02-27,-0.0001109477942864423,0.006724008263343082
2012-02-28,0.0018187677696026583,0.01609020268830585
2012-02-29,-0.004079147613361145,0.0009562113731992963
2012-03-01,0.0021795351249951356,0.0016475323434511854
2012-03-02,-0.00021027959512265326,0.0016592793302011898
2012-03-05,-0.0011374041389922152,-0.019039576536674933
2012-03-06,-0.015711036915478704,-0.002504475554743219
2012-03-07,0.006127342738858621,0.0047265088793657815
2012-03-08,0.0055003923037564295,0.011793868966705824
2012-03-09,0.0010907318358952534,0.007152246597641396
2012-03-12,0.0029167599999637694,0.006594854175032261
2012-03-13,0.016819028143337578,0.024230265169567583
2012-03-14,0.001246040445995522,0.020664203295891016
2012-03-15,0.004445938562440466,-0.001747921224831944
2012-03-16,-0.0015196569464526188,-0.00035922449401475575
2012-03-19,0.0004919483494085775,0.019863399500203025
2012-03-20,-0.005207249550025161,0.005737786205814281
2012-03-21,-0.003460110371470204,-0.005227057520305102
2012-03-22,-0.0059796373570634165,-0.003235832625650913
2012-03-23,0.002651421895260908,-0.0030333099615863497
2012-03-26,0.01230049150900947,0.016265272174999155
2012-03-27,-0.003315257596761656,0.00470852432662909
2012-03-28,-0.005419152026316043,-0.0032413316994034415
2012-03-29,0.0014939842971322115,-0.012189919895195741
2012-03-30,0.005037321748535772,-0.00927639895187624
2012-04-02,0.003969878622637202,0.023832992487578787
2012-04-03,-0.004895810433725223,0.008517380176450713
