Date,AAPL,GOOGL,MSFT
2022-01-04,0.9873084014944983,0.9959170348898456,0.9828528994429139
2022-01-05,0.9734001664355347,0.9541237229966589,0.9616121947570424
2022-01-06,0.9833066403843784,0.9998004257731176,0.9920978695053141
2022-01-07,1.0009883769197725,0.9946968236771968,1.0005099247389948
2022-01-10,1.0001161490682675,1.012060520654385,1.0007323244336526
2022-01-11,1.0167837782251412,1.0076909330749955,1.002259370122778
2022-01-12,1.0025701370877322,1.0121264661644611,1.0104449172515797
2022-01-13,0.9809720345108347,0.9798947845290253,0.9576773939786238
2022-01-14,1.0051106796171971,1.0064471675997129,1.0177166818528367
2022-01-18,0.9811058506479228,0.9750323651891687,0.975660741703751
2022-01-19,0.9789751617960242,0.993518285290816,1.0022468820135548
2022-01-20,0.9896530399344446,0.98661151135602,0.9942965785259575
2022-01-21,0.9872348059265004,0.9778257505345427,0.9815319733749603
2022-01-24,0.9951357883172606,1.0034713784234428,1.0011485638997146
2022-01-25,0.9886152374814974,0.970421368837163,0.9734115971854115
2022-01-26,0.9994367510376094,1.0181037869349614,1.0284931319627333
2022-01-27,0.9970567492585806,0.9982357693224112,1.0105489457023773
2022-01-28,1.0697776681535127,1.0336885615092226,1.0280818225040858
2022-01-31,1.026125724918704,1.0146418056110045,1.008823663137741
2022-02-01,0.9990274318052401,1.0172981476782543,0.9928612436551542
2022-02-02,1.0070441852042973,1.0752375913142276,1.0152220885145606
2022-02-03,0.9832802544290866,0.9668242995803421,0.9610477682767621
2022-02-04,0.9983207710460354,1.0014187080500592,1.015568436856545
2022-02-07,0.9957653463673112,0.9714431600973288,0.9836895530779468
2022-02-08,1.0184667164840606,1.001422389502555,1.0119953125814036
2022-02-09,1.0082936813517294,1.015731770898041,1.0218349484387708
2022-02-10,0.9764011953541563,0.9790101119978688,0.9716268224794797
2022-02-11,0.9797815509908192,0.9687094643682715,0.9757258434781687
2022-02-14,1.0014232469802768,1.0092603261374733,0.9998644828286798
2022-02-15,1.0231523653270738,1.0079874287196606,1.0185422641159532
2022-02-16,0.998611113578979,1.0082681626646486,0.9988327318953498
2022-02-17,0.9787308831459233,0.9622543896517901,0.9707179934258536
2022-02-18,0.990644190447137,0.9838839770685865,0.990368925107629
2022-02-22,0.9821877189304061,0.9954794537057937,0.9992708157287289
2022-02-23,0.9741359192244718,0.9828561010821328,0.9741067144483093
2022-02-24,1.0166800547492016,1.0399959003095935,1.0510934806845558
2022-02-25,1.0129655290813886,1.0133280251682462,1.0092333663804496
2022-02-28,1.0016378361379772,1.004443744384039,1.0049778877151065
2022-03-01,0.9883720443761135,0.9926289354448308,0.9871482454893138
2022-03-02,1.0205883224415218,1.0038042972259726,1.017765711307973
2022-03-03,0.9980186085633014,0.9950063939474411,0.9857756857791264
2022-03-04,0.9815918303380917,0.9851156173769874,0.9795213344753133
2022-03-07,0.9762824226010787,0.9580915838560474,0.9622232172172699
