,LARGE_CAP,SMALL_CAP,BONDS,CASH,REAL_ESTATE,COMMODITIES,GOLD,LARGE_CAP_RETURN_12,LARGE_CAP_RETURN_26,LARGE_CAP_RETURN_60,LARGE_CAP_STD_20,LARGE_CAP_STD_10,SMALL_CAP_RETURN_12,SMALL_CAP_RETURN_26,SMALL_CAP_RETURN_60,SMALL_CAP_STD_20,SMALL_CAP_STD_10,BONDS_RETURN_12,BONDS_RETURN_26,BONDS_RETURN_60,BONDS_STD_20,BONDS_STD_10,CASH_RETURN_12,CASH_RETURN_26,CASH_RETURN_60,CASH_STD_20,CASH_STD_10,REAL_ESTATE_RETURN_12,REAL_ESTATE_RETURN_26,REAL_ESTATE_RETURN_60,REAL_ESTATE_STD_20,REAL_ESTATE_STD_10,COMMODITIES_RETURN_12,COMMODITIES_RETURN_26,COMMODITIES_RETURN_60,COMMODITIES_STD_20,COMMODITIES_STD_10,GOLD_RETURN_12,GOLD_RETURN_26,GOLD_RETURN_60,GOLD_STD_20,GOLD_STD_10
2011-04-13,0.0003325534417895071,-0.0017130941208276518,0.0009481191591818039,0.0,-0.0015657958213627365,0.003532570465714313,0.0020478305549249676,-0.0009264658616101595,-0.00014026117448184827,0.0003230063396018057,0.005740451503184948,0.003429493031652767,-0.001629329892248399,-0.00020938074419307728,0.00028308876635141367,0.007869031143532374,0.006544446637019303,0.00028478640722817694,0.0002190802819763693,9.161494431442208e-05,0.0017739169106420621,0.0019547339783843693,0.0,7.718267692968794e-06,1.3386965679540452e-05,0.0001796759387850424,0.0,-0.0010567439242706866,-0.00026650580055198603,0.00048511779558690904,0.0070829168945511275,0.005167794310360388,0.002498076674386729,-0.00014593541671148458,0.001479895653257568,0.011650501168469269,0.011688727838799583,0.002305207373471063,0.0006949345732709666,0.0010262862765664238,0.006561911954058501,0.007383440561990354
2011-04-14,0.0001665777170158922,0.004146160322974657,-0.0009472210807270898,0.0,0.014462586884577133,-0.0018304317032189488,0.013460209614263308,-0.000778012546228668,-8.942960182856119e-05,0.0004926444339383718,0.005228708170245251,0.003442507415892131,-0.0017065136572632644,-1.0228775242371313e-06,0.0007098585331772878,0.007859206659471341,0.006462401622737976,0.0,7.307146399937459e-05,6.007888950976259e-05,0.0017430811306589453,0.0019000250275514447,0.0,3.089326812921733e-05,1.3386965679540452e-05,0.0001796759387850424,0.0,-0.00042837963085018416,0.00032544098773490404,0.0009458766290320053,0.0075423277748973075,0.006608917306211333,0.0004383487534473929,0.0001304408346978203,0.0015420329532989108,0.009378128839865177,0.010211677683459142,0.002788986033510854,0.0011958571171188925,0.0012131502094614444,0.007011108436493817,0.007979555518205806
2011-04-15,0.003491216744921699,0.009111758983925577,0.0037952217339831673,-0.00020065405187441598,0.012882135950444962,0.005360378850185921,0.008622526348759818,-0.0008902492198001877,0.0007563937425798528,0.0005706746940989937,0.005211067070933075,0.0032598622257964506,-0.0013999780439291065,0.001229110535151845,0.0009780247658772723,0.00782563639639041,0.006929412235994351,0.00037887556022386804,3.688686038771927e-05,0.00018629433627359582,0.001967457657789835,0.002247019508583343,-2.006721720992921e-05,2.317482156666273e-05,1.0042356739070613e-05,0.0001874703657407212,6.345238256647319e-05,0.0006979590180853368,0.0014119057846637695,0.0011564200379623468,0.007727085358733973,0.007839271403274587,0.000874112181959541,0.0011509779546752252,0.0017141396644866358,0.009174568625853021,0.01032851779645193,0.004125165732009384,0.0019824575734026517,0.0016739942058927593,0.006926605060618854,0.0076895201028538696
2011-04-18,-0.010934255553130323,-0.014390813840267969,0.0018901876315151611,-0.0006023568891064812,-0.00898764318443479,0.0007016003102713331,0.006066801830465485,-0.002037289994980429,7.533498573808473e-05,0.0003503836292837459,0.004904926777522023,0.004492721763893915,-0.002957375639010107,0.0005758917487059811,0.0008087424312555047,0.007341985315192723,0.007966806487652262,0.0003781343594626563,0.00014585054220517257,0.00020198373446977946,0.001904374480054593,0.0022464640236298772,-8.031803078367705e-05,0.0,0.0,0.00013970919832221934,0.00019396827153318882,-0.0001367856185966465,0.0006762618990105995,0.0009937480246851038,0.007802039702747956,0.008423199353622854,-7.00838190850206e-05,0.0013174210231985395,0.0015168997443588683,0.009120506398990794,0.009804984583101563,0.004271910583680594,0.0020898875846955267,0.0017966238179145666,0.006939639159978729,0.007712986261421772
2011-04-19,0.006197552849118049,0.001002187305827018,0.0009431867105216263,0.0,0.007871456129748378,-0.0005608653350883674,0.0,-0.0014205155045345919,0.0005386839304322155,0.000351493981667117,0.004983349027731697,0.005178685178477735,-0.0032722096478792206,0.0008275294874446892,0.0006782521534096642,0.007256788920595447,0.007712244971894199,0.0007571491820401732,0.0001457870238337211,0.00021769940140159427,0.0018943519197902174,0.001941510239718973,-8.031803078367705e-05,0.0,0.0,0.00013970919832221934,0.00019396827153318882,0.0005449074675634158,0.00136616395671596,0.0010405417110470605,0.0077420745707398,0.008795269486425726,-0.0005315583671336999,0.0015200056382564942,0.001530621589404424,0.00906671913617288,0.009699137828810262,0.0026984216740735256,0.0019118548364396304,0.0018822215900764494,0.00692614803379426,0.0066377937224134835
2011-04-20,0.013484180420120673,0.016587917577073563,-0.0018853396189556504,0.0,0.011714713280544409,0.00897866723637386,0.0039060327062796496,-0.00037697722043106285,0.0014838057742132538,0.0005804759634773227,0.0057180952270525776,0.006936550021041698,-0.0019895535743127413,0.0017774749025019076,0.0008906867230182858,0.008067587713392988,0.009803419840607253,0.000758572819545833,3.695244307522216e-05,0.00013895448155132328,0.0019528488388357785,0.0019393540895273542,-8.031803078367705e-05,0.0,0.0,0.00013970919832221934,0.00019396827153318882,0.0016596284459995392,0.0020172391916288834,0.0010414232956579283,0.007441661064793616,0.009473036545011379,0.00025062363855998804,0.00330929530854851,0.0019021164239936272,0.009235500576302945,0.010151830650296638,0.00285665794204526,0.0027880017815407054,0.0019806588522819357,0.0067489644335909,0.006646193958057609
2011-04-21,0.004434951541353982,0.005204595333936579,0.0,0.0,0.006712747574106004,0.004588457167080229,0.0016382627519730963,0.00024565064186754526,0.0023949321222551667,0.000566971415977946,0.005450923205038998,0.00707118208441098,-0.0010296741974655799,0.002428695283500426,0.0008024816525731282,0.00801971968026368,0.01000427325342498,0.000758572819545833,-0.00010777680730555961,0.00018624106389486528,0.001894147122735007,0.0019393540895273542,-8.031803078367705e-05,0.0,0.0,0.00013970919832221934,0.00019396827153318882,0.0034484553302747134,0.0028479941107755202,0.0011264381774438448,0.007486580356614787,0.008416160387675502,0.00045790103356413425,0.00345673963103299,0.001600397105220308,0.009170240574764501,0.010223213521387399,0.0029293037079833883,0.0028596299653720347,0.0018724904385543084,0.006316272105568424,0.006626313346064957
2011-04-25,-0.0009813230162176723,0.0008399202994739952,0.001888900838542762,0.0,0.006667583270089761,-0.003044999594506881,0.0008858499329242875,0.0005253465738535024,0.0018792655700741179,0.0005281423460783419,0.005450625274425793,0.006948114938935121,9.796576530418655e-05,0.0022776372370523212,0.0007261110237686275,0.007903002321831864,0.009446187741966828,0.0010426493753141752,3.707124322915867e-05,0.00018615330123283869,0.001858650599899176,0.0018675649719606426,-8.031803078367705e-05,0.0,0.0,0.00013970919832221934,0.00019396827153318882,0.004846022233837344,0.0028099285945371033,0.0009764612139784301,0.0074518516337373115,0.007551534812316499,-0.001336781629795114,0.002075429493478609,0.0014987082958859421,0.009215764418748466,0.008882095740483252,0.0022122821311603147,0.0026876774950990168,0.002303725620915076,0.006305883450836609,0.0063948517748195505
2011-04-26,0.008675660039080935,0.01062636636929537,0.0018850917110504462,0.0,0.008776108111880676,-0.0045814499048629775,-0.0033362174076743134,0.0017366582029254563,0.002047657096312383,0.0009694368698320854,0.005665628951332881,0.007225165960971903,0.0020710126338576718,0.002309575475333947,0.001286920081629228,0.008108560500432493,0.009362370429345906,0.0012311952088279732,0.00010951182729979081,0.00018606695841638654,0.0018834531794069311,0.0018454603284953617,-8.031803078367705e-05,0.0,0.0,0.00013970919832221934,0.00019396827153318882,0.005654536444945624,0.0027601101500238645,0.0014008924064610184,0.0074950896910813275,0.007487049320647963,-0.0009572869912705118,0.0014774056918018807,0.0013234937435149252,0.008596327114964364,0.00862544921834494,0.0025915567180156973,0.0021667591193668123,0.0019438876128341498,0.006198092664157789,0.005874210445668697
2011-04-27,0.006491559681998549,0.00608693439934993,-0.0009410817150662387,0.0,0.007386697721255331,-0.0009762858828954446,0.0192648720546722,0.0031162849459465125,0.0017170250562212885,0.0009493292311988366,0.00566472671968341,0.006598149852629956,0.0037190120785981495,0.001753423211702021,0.0013036169852902457,0.008069275865953995,0.008323545029937247,0.000756383519770587,0.00018201574329301806,0.00015461004211192453,0.0018303184965496385,0.0017153795053727763,-8.031803078367705e-05,-3.0892313764741e-05,0.0,0.00013970919832221934,0.00019396827153318882,0.006569885326203728,0.00262758109125949,0.0013033229597663176,0.007547063604663725,0.007024466981976051,0.0012086105446753592,0.0012116157282280327,0.001074511132967304,0.008615037866615525,0.004261586856531634,0.00523473989990797,0.0026884941207425683,0.0023152386151319426,0.007077888307337293,0.006841874196638851
2011-04-28,0.0032247304055825765,0.0042631050325203645,0.001883007588685981,0.0,0.013361834053301491,-0.010330837528186865,0.00415556560762953,0.0034059308356411133,0.001977152192870424,0.0007442799287800117,0.005541401096766559,0.006524595279945646,0.004318271318907385,0.002089637955932089,0.001038139654750081,0.007791096518875178,0.008099222806339729,0.0008498151918250318,0.0002907195226535819,0.00023330350775330189,0.0018297055508646775,0.0017519952270275327,-8.031803078367705e-05,-3.0892313764741e-05,0.0,0.00013970919832221934,0.00019396827153318882,0.008064781751812022,0.00338764092967736,0.0014840311859900535,0.007462818860306209,0.006675694498156644,-0.00018319411694955878,0.0005851278109558766,0.0007381429445068033,0.009000286769862299,0.005499644843380175,0.005445983874126981,0.0028733902864594985,0.0022653146243434286,0.007077054912515923,0.006764097606458109
2011-04-29,0.002892882535561858,0.0012327956003312934,0.003770679499782492,0.00040172193167853365,-0.005788641269197092,0.00973342428194468,0.01702034219935955,0.0036791093942483144,0.0019653341116629974,0.0008203984182446611,0.005518555887705647,0.006429577380312627,0.004026503776591195,0.002194008119999813,0.0011391144904715489,0.007746069021675011,0.00815945662568237,0.0013214524818518925,0.00043552548207759223,0.00031185883492379496,0.0019454326458641738,0.0018465767923635371,-4.015632386000778e-05,-1.544493078231568e-05,6.69404345554625e-06,0.0001711301039882948,0.00024684072549824597,0.006034121438683204,0.0035897460202654052,0.001387134609220686,0.007657730030042206,0.007541514336842742,0.000969105245458346,0.0009359178057970485,0.0007357374037328945,0.008252320666526819,0.006272989290860701,0.005798624766230054,0.003168228171220644,0.0025920494538096417,0.007603007228854875,0.007303745997893601
2011-05-02,-0.002243504047799605,-0.0075219909508041916,0.0,0.0,0.0014554392684174022,-0.014668944186898236,-0.012863368890775995,0.003104049534321973,0.0015182350709939119,0.0007410501313449558,0.005525304324232979,0.006700098955080007,0.002359105309374776,0.001641710405154262,0.0009692243186592009,0.007891690294478813,0.008692445395114616,0.0009422199375213047,0.0005082749218114913,0.00035937469465574523,0.0019454326458641738,0.0016628817027437475,-2.0089509790599536e-05,-1.544493078231568e-05,6.69404345554625e-06,0.0001711301039882948,0.00024041373912287098,0.004893374086379243,0.0034829593538603376,0.0013648775037700123,0.007658493211312581,0.007253095677822306,-0.0010431855532064827,9.281989859499795e-05,0.0005869693358035999,0.008941048570366835,0.007746043195438753,0.0036352306220850394,0.0029778673144407186,0.0021531316440375203,0.008298876374801164,0.009281136109005753
2011-05-03,-0.003212376271318651,-0.008819140419208948,0.0018775801719652652,0.0,-0.008559159286271156,-0.005529553330474668,-0.003523693679893136,0.003884459637317539,0.0012799353047221462,0.000642841472553668,0.005608902797108815,0.005170112257848439,0.0029243051187426428,0.0010246420924862054,0.0008044194950636019,0.00815953161537099,0.007608019602060551,0.0009409603773256059,0.0006533444787302223,0.00045424358064138914,0.0019447682650235842,0.0016620887625311445,4.0164932892050587e-05,-1.544493078231568e-05,6.69404345554625e-06,0.0001711301039882948,0.0001270356290146715,0.00493681419826042,0.0028510033894972864,0.0013438340219864564,0.008041114398896274,0.007162525579597153,-0.0016669643395601508,-0.00010404229280158717,0.0004724776628310945,0.0086808677119445,0.007842536542580266,0.0026743699655851216,0.0028306277763656684,0.002162537195418812,0.008460711874747395,0.009499329534249508
2011-05-04,-0.00676761558341521,-0.010704846833912818,0.0009374916459998772,-0.00020055199287583036,-0.005701506907150988,-0.024379798964255794,-0.01434486979737204,0.0025833610720835676,0.0011019281728632535,0.00042428988560949676,0.005866453618028033,0.006075339277931401,0.0017451344967707172,0.0007369474367551199,0.00046994445842440946,0.008433821994795088,0.008755311803484723,0.0009403908706819841,0.0006894091552829273,0.0004698683380719437,0.0017615048607055252,0.0016620893635255305,2.0107117836509758e-05,-2.315909365413482e-05,3.351158230247009e-06,0.0001757071207002265,0.00014815707798377417,0.003575197879969627,0.0026778636820576907,0.0010854221254728014,0.008241050000781744,0.007806558918747491,-0.004072129962767401,-0.0005024279692762423,5.855783258512659e-05,0.010057269946024973,0.010608091495128343,0.001226676745516464,0.002473330967408094,0.0019186979014582661,0.008832058671349953,0.010930177401778578
2011-05-05,-0.008760618135212561,-0.003513236385209173,0.0028087355870181074,0.0,-0.0006555866438904268,-0.04690923674056835,-0.028836354362946848,0.0003607654026231977,0.0005134213415571853,0.00020043269017500087,0.006194271306470251,0.005708658920867111,-0.0002534806618029739,0.0003214117859906551,0.0003151574744959529,0.008391423279728376,0.007135359448571151,0.001410134042361566,0.0008704012957096996,0.0005804672006215483,0.001687744337374268,0.0014202399263173514,2.0107117836509758e-05,-2.315909365413482e-05,3.351158230247009e-06,0.0001757071207002265,0.00014815707798377417,0.0023413157726988043,0.0024971190159890355,0.0010022433788805518,0.008256943613589406,0.007344719518756379,-0.009731160396213245,-0.002375344120752132,-0.0008417509189442285,0.014121899269355384,0.016230401533954303,-0.002087764166122219,0.0014376341922677227,0.0012461885322676558,0.011202169283064663,0.014407288042667247
2011-05-06,0.004746592657953963,0.00028175619383397077,0.0,0.0,-0.008852254670297044,0.0036798199827901,0.012755292503549676,0.0003917987738926154,0.00043483085947904065,0.00032066482593728907,0.006266146024439656,0.005734076627723341,-0.0007441739316510487,-9.206314301002383e-05,0.00037744819283003217,0.008359144173990942,0.006884107388811055,0.001410134042361566,0.0007973662133460291,0.0005325778541187542,0.001687744337374268,0.0014202399263173514,2.0107117836509758e-05,-2.315909365413482e-05,3.351158230247009e-06,0.0001757071207002265,0.00014815707798377417,0.0007806851339682286,0.0015989289991780176,0.0008423772384178463,0.008083056850729771,0.007945776503149983,-0.009820765400874065,-0.0021735040689628837,-0.0008774023490970562,0.01415555072729051,0.016144397423712667,-0.000985689802456946,0.0017979064152002788,0.0014664947697149433,0.01153640467041345,0.01512950809480587
2011-05-09,0.00407212350192232,0.009164133095491245,0.0,-0.0002010489438627472,0.005127233805827913,0.022456480923657818,0.01431522221175574,0.0008966897944837626,0.0006419842707354739,0.0003829076202619408,0.006240888855627135,0.005820201646809035,8.383549270862822e-05,6.992280820949937e-05,0.0004887302542495586,0.008328698965204976,0.007563795863939917,0.0012211738524845472,0.0007242418279360674,0.0005804672006215483,0.0016400917048933772,0.0014742087636861105,0.0,-3.0892313764741e-05,0.0,0.0001796028582560778,0.00016398586951399472,0.0006274454242367611,0.001485040026829365,0.0008586823629805895,0.007794852449407652,0.00783372562140869,-0.007316640134982344,-0.002040206041413084,-0.0006253964399480783,0.014782012720773712,0.019062854792507206,0.00034671108536565853,0.0020163528736545366,0.0017313904673295077,0.011817987055913385,0.015881227691153983
2011-05-10,0.008273663934861952,0.013830897685813692,-0.0028008686874611,0.0,0.015797312090212845,0.010608084285601782,0.00352821954433602,0.0008567930502922927,0.0007817446319564603,0.0004159128200902362,0.006376559027045423,0.005761714617903002,0.0004004941891950775,0.00036751677173785247,0.0005483421272669542,0.008567222448202157,0.008107225059372902,0.000751899799691147,0.0006162926578767713,0.0004858074100866361,0.0018483069769345427,0.0019180138071450972,0.0,-3.0892313764741e-05,0.0,0.0001796028582560778,0.00016398586951399472,0.0013217225055046633,0.0020296814642708494,0.0010114787110979684,0.008299140116566647,0.008886397666546045,-0.005812162652267583,-0.0016731608462408065,-0.0004040089534934621,0.015107774377947417,0.019878048178606344,0.0010335652526847205,0.0023344360423513955,0.0018569393441378867,0.0116560706861983,0.015847193475314537
2011-05-11,-0.010619338176962367,-0.014330994249972195,0.0018722448027308491,0.00020108937266871685,-0.01052959446547097,-0.028681290048963914,-0.009195406805110662,-0.0008578761999387119,0.0003519290062710123,0.00019689127545374774,0.006652235040517199,0.006411452879814075,-0.0016485415024631855,-0.00023049697346200215,0.00025079399477179187,0.00889419479218181,0.00904152402722122,0.0010333527207935234,0.0006153182758694697,0.0005010583779596622,0.0017405999497249651,0.0018468347899863206,2.0107117836509758e-05,-2.315909365413482e-05,3.351158230247009e-06,0.00018742674354878315,0.00017588211476987208,-0.00047353530442018066,0.001648125245435006,0.0008320443265890098,0.008809391951582835,0.009330666253903308,-0.008604275828097419,-0.0031787360261429365,-0.0009893162889671459,0.01558534579428218,0.021053070603830524,-0.0017973113380266303,0.0018016015990012235,0.001623404432931741,0.011745203415528966,0.014749456484245471
2011-05-12,0.00536685304444573,0.006570373728516099,-0.0009343117439052362,0.0,0.0016371992936436985,-0.0036529356912847755,0.00034122460794838716,-0.0006447403822431585,0.0005578881481944631,0.00034632393147737695,0.0067146984245424176,0.006595468752002289,-0.001419409609897726,-0.00013862853701274158,0.0004287331770655989,0.008950501127042529,0.009235458832267741,0.0007515028725404438,0.0006888472442785343,0.00046954455043635157,0.001787902921677773,0.0019166491406269026,2.0107117836509758e-05,-2.315909365413482e-05,3.351158230247009e-06,0.00018742674354878315,0.00017588211476987208,-0.0016360568073144899,0.0016716551241628963,0.0009221518192430445,0.008749422341706692,0.00805369874626825,-0.007937343221705917,-0.0034744695473297726,-0.0009039277417551839,0.015495006819719919,0.02109097297567662,-0.002177133907197981,0.0012107485008887586,0.0015015202530352934,0.011749341228014585,0.014630070179448488
